school_id,school_name,school_address,school_city,school_state,school_type,number_of_students,work_and_study,average_age,grade_retention,ethnicity_hispanic,ethnicity_gmayan,%_studying_accounting,%_studying_secretary,%_studying_teaching_edu,%_studying_university_prep,Linguistics_2017,Linguistics_2018,Linguistics_2019,Mathematics_2017,Mathematics_2018,Mathematics_2019
03-01-1158-46,INSTITUTO DE COMPUTACION INFORMATICA,KILOMETRO 1.5 CARRETERA A CIUDAD VIEJA,Antigua,Sacatep�quez,Privado,2,100.00,21.50,0.00,100.00,0.00,,,,2,N/D,N/D,0.00,N/D,N/D,0.00
03-01-1189-46,INSTITUTO TECNICO VOCACIONAL DE SACATEPEQUEZ,KM. 1.5 CARRETERA A CIUDAD VIEJA CASA #3,Antigua,Sacatep�quez,Privado,35,40.00,18.34,22.86,74.29,25.71,35,,,,35.48,42.86,54.29,9.68,14.29,14.29
03-01-1228-46,LICEO MIXTO NUESTRA SE�ORA DE FATIMA,2A. CALLE ORIENTE NO. 22,Antigua,Sacatep�quez,Privado,1,100.00,29.00,0.00,100.00,0.00,,1,,,N/D,0.00,0.00,N/D,0.00,0.00
03-01-1229-46,LICEO MIXTO NUESTRA SE�ORA DE FATIMA,2A. CALLE ORIENTE NO. 22,Antigua,Sacatep�quez,Privado,3,100.00,31.00,66.67,66.67,33.33,,,,3,55.56,14.29,0.00,0.00,0.00,0.00
03-01-1231-46,ESCUELA NORMAL DE EDUCACION FISICA,SALIDA A SANTA MARIA DE JESUS KILOMETRO 2,Antigua,Sacatep�quez,Oficial,45,28.89,17.69,13.33,86.67,13.33,,,,45,41.67,23.33,40.00,12.50,0.00,20.00
03-01-1293-46,INSTITUTO DE COMPUTACION INFORMATICA,KILOMETRO 1.5 CARRETERA A CIUDAD VIEJA,Antigua,Sacatep�quez,Privado,8,75.00,20.75,25.00,87.50,12.50,5,,,3,18.18,7.14,25.00,0.00,0.00,0.00
03-01-1340-46,COLEGIO SISTEMA EDUCATIVO LATINOAMERICANO SEL,CALLE ANCHA DE LOS HERREROS NO. 99,Antigua,Sacatep�quez,Privado,13,38.46,20.69,23.08,84.62,15.38,7,,,6,11.76,46.88,46.15,0.00,3.12,0.00
03-01-1341-46,COLEGIO SISTEMA EDUCATIVO LATINOAMERICANO SEL,CALLE ANCHA DE LOS HERREROS NO. 99,Antigua,Sacatep�quez,Privado,13,30.77,21.15,30.77,69.23,30.77,3,3,4,3,41.67,30.00,69.23,12.50,0.00,0.00
03-01-1343-46,COLEGIO SISTEMA EDUCATIVO LATINOAMERICANO SEL,CALLE ANCHA DE LOS HERREROS NO. 99,Antigua,Sacatep�quez,Privado,19,88.89,25.00,26.32,94.74,5.26,,,,19,31.25,21.05,42.11,3.12,0.00,0.00
03-01-1344-46,COLEGIO SISTEMA EDUCATIVO LATINOAMERICANO SEL,CALLE ANCHA DE LOS HERREROS NO. 99,Antigua,Sacatep�quez,Privado,15,92.86,27.00,60.00,93.33,0.00,,,,15,23.53,20.83,33.33,0.00,4.17,0.00
03-01-1387-46,COLEGIO LICEO ANTIGUE�O,3A. CALLE ORIENTE NO.11,Antigua,Sacatep�quez,Privado,100,19.00,17.56,12.00,65.00,31.00,60,,,40,47.95,59.65,58.00,12.33,14.04,14.00
03-01-1394-46,COLEGIO MIXTO INTEGRAL SANTIAGO,LOTIFICACION EL COROZAL NO.6-7,Antigua,Sacatep�quez,Privado,20,35.00,18.20,15.00,100.00,0.00,20,,,,51.72,35.29,60.00,24.14,11.76,30.00
03-01-1398-46,TECNOLOGICO MODERNO CENTRO EDUCACIONAL,9A. CALLE ORIENTE NO. 13 A,Antigua,Sacatep�quez,Privado,1,100.00,19.00,100.00,100.00,0.00,1,,,,46.67,50.00,0.00,13.33,16.67,0.00
03-01-1402-46,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCION NOCTURNA,5A. CALLE ORIENTE NO. 17,Antigua,Sacatep�quez,Oficial,31,87.10,23.97,58.06,87.10,9.68,,,,31,N/D,24.14,3.23,N/D,5.17,3.23
03-01-1425-46,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO,"9A. CALLE ORIENTE NO. 13 ""A""",Antigua,Sacatep�quez,Privado,28,60.71,21.50,28.57,60.71,39.29,9,6,,13,8.33,9.52,17.86,2.08,0.00,7.14
03-02-0023-46,COLEGIO MIXTO LICEO CLASICO KENNEDY ANEXO AL COLEGIO MIXTO LICEO LATINO,LOTIFICACION LOLITA NO. 5 ZONA 4,Jocotenango,Sacatep�quez,Privado,25,76.00,19.68,16.00,64.00,28.00,9,8,,8,26.67,33.33,20.00,3.33,3.33,4.00
03-02-0029-46,COLEGIO ADVENTISTA ORION,CALLE EL CEMENTERIO NO. 28,Jocotenango,Sacatep�quez,Privado,9,22.22,18.89,0.00,100.00,0.00,,,9,,N/D,N/D,44.44,N/D,N/D,0.00
03-02-0051-46,COLEGIO NUESTRA SE�ORA DE LAS VICTORIAS,"LOTE 17, SECTOR F, MANZANA F, SAN ISIDRO 2, ZONA 2",Jocotenango,Sacatep�quez,Privado,1,0.00,18.00,100.00,100.00,0.00,,,,1,N/D,N/D,0.00,N/D,N/D,0.00
03-02-0269-46,COLEGIO MIXTO LICEO LATINO,LOTIFICACION LOLITA N. 5 ZONA 4,Jocotenango,Sacatep�quez,Privado,29,31.03,18.07,20.69,86.21,10.34,12,14,,3,38.89,35.00,31.03,5.56,5.00,3.45
03-02-1004-46,INSTITUTO TECNICO DIVERSIFICADO PARA SECRETARIADO Y OFICINISTA CON ORIENT. JURIDICA Y BACH. EN TURISMO Y HOTELERIA,1A. AVENIDA Y 1A. CALLE ZONA 3,Jocotenango,Sacatep�quez,Oficial,132,34.62,17.47,19.70,63.64,34.09,,10,,122,24.68,18.98,26.52,3.25,1.46,3.79
03-02-1063-46,INSTITUTO MIXTO NOCTURNO DIVERSIFICADO POR COOPERATIVA,CALLE DEL CEMENTERIO NO. 18,Jocotenango,Sacatep�quez,Cooperativa,6,80.00,21.50,33.33,100.00,0.00,6,,,,14.29,45.45,16.67,0.00,18.18,0.00
03-02-1103-46,COLEGIO MIXTO LICEO LATINO,LOTIFICACION LOLITA N. 5 ZONA 4,Jocotenango,Sacatep�quez,Privado,20,22.22,18.25,10.00,80.00,10.00,20,,,,56.52,55.56,50.00,8.70,5.56,5.00
03-02-1399-46,COLEGIO MIXTO LICEO LATINO,"DIAGONAL 2, NO.14",Jocotenango,Sacatep�quez,Privado,8,12.50,17.00,12.50,87.50,12.50,,,,8,33.33,10.00,62.50,0.00,0.00,25.00
03-03-0005-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA DE PASTORES,CALLE REAL DE PASTORES,Pastores,Sacatep�quez,Oficial,18,17.65,17.22,22.22,100.00,0.00,,,,18,30.77,23.33,50.00,0.00,6.67,5.56
03-03-0019-46,COLEGIO LA ESPERANZA,1A. CALLE 3-42 ZONA 2,Pastores,Sacatep�quez,Privado,9,25.00,19.11,33.33,100.00,0.00,7,1,,1,0.00,25.00,33.33,0.00,0.00,0.00
03-03-0022-46,COLEGIO LA ESPERANZA,1A. CALLE 3-42 ZONA 2,Pastores,Sacatep�quez,Privado,24,79.17,20.75,25.00,95.83,4.17,6,6,,12,30.00,20.00,33.33,0.00,0.00,0.00
03-03-0023-46,COLEGIO LA ESPERANZA,1A. CALLE 3-42 ZONA 2,Pastores,Sacatep�quez,Privado,14,50.00,23.07,35.71,100.00,0.00,,,,14,N/D,8.33,14.29,N/D,0.00,0.00
03-03-0032-46,COLEGIO CRISTIANO AVIVANDO EL FUEGO,"LOS PLANES DE PASTORES, COLONIA EL TIZATE ZONA 0",Pastores,Sacatep�quez,Privado,20,20.00,17.30,5.00,100.00,0.00,7,5,,8,50.00,71.43,90.00,16.67,11.43,25.00
03-03-0035-46,LICEO MIXTO SAN DIONISIO,2A. AVENIDA 1-34 ZONA 2,Pastores,Sacatep�quez,Privado,4,0.00,16.75,25.00,100.00,0.00,,,,4,N/D,N/D,100.00,N/D,N/D,0.00
03-03-0039-46,COLEGIO MIXTO MONTESSORI,CALLE REAL NO. 1-43 ZONA 5,Pastores,Sacatep�quez,Privado,8,25.00,17.50,0.00,100.00,0.00,3,,,5,N/D,N/D,62.50,N/D,N/D,0.00
03-03-1028-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA,CABECERA MUNICIPAL,Pastores,Sacatep�quez,Cooperativa,21,47.62,20.62,28.57,100.00,0.00,21,,,,13.33,21.21,33.33,0.00,0.00,0.00
03-04-0005-46,CENTRO EDUCATIVO TERRA MAYA EMANUEL TEM,0 CALLE 9-33 ZONA 3,Sumpango,Sacatep�quez,Privado,6,100.00,21.67,0.00,0.00,100.00,6,,,,80.00,37.50,33.33,20.00,0.00,0.00
03-04-0019-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SERGIO LEONEL CELIS NAVAS,AVENIDA DEL NI�O ZONA 4,Sumpango,Sacatep�quez,Oficial,44,29.55,17.93,13.64,18.18,79.55,25,,,19,50.00,23.40,50.00,12.50,8.51,9.09
03-04-0026-46,CENTRO EDUCATIVO TERRA MAYA EMANUEL TEM,,Sumpango,Sacatep�quez,Privado,10,100.00,21.80,20.00,10.00,90.00,,,,10,16.67,11.11,60.00,0.00,11.11,0.00
03-04-0031-46,CENTRO EDUCATIVO TECNOLOGICO DESARROLLO INTEGRAL CETEDI,2A. CALLE 6-12 ZONA 3,Sumpango,Sacatep�quez,Privado,5,80.00,18.00,40.00,0.00,100.00,1,,,4,0.00,20.00,20.00,0.00,10.00,20.00
03-04-0034-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SERGIO LEONEL CELIS NAVAS,AVENIDA DEL NI�O ZONA 4,Sumpango,Sacatep�quez,Oficial,56,87.50,22.79,44.64,25.00,73.21,,,,56,24.24,9.68,19.64,6.06,1.61,1.79
03-04-0041-46,CENTRO EDUCATIVO LICEO LA SAGRADA FAMILIA,"5TA. CALLE B 5-22, ZONA 4 COLONIA CUATRO DE FEBRERO",Sumpango,Sacatep�quez,Privado,8,75.00,17.50,50.00,25.00,75.00,1,,,7,20.00,42.86,62.50,20.00,14.29,37.50
03-04-0048-46,"CENTRO EDUCATIVO SHALOM ""PAZ CONTIGO""",KILOMETRO 40 CARRETERA INTERAMERICANA,Sumpango,Sacatep�quez,Privado,7,0.00,16.43,14.29,42.86,42.86,,,,7,60.00,50.00,71.43,20.00,50.00,14.29
03-04-0058-46,COLEGIO METODISTA LA SENDA,KM. 41.5 CARRETERA INTERAMERICANA,Sumpango,Sacatep�quez,Privado,9,25.00,16.22,0.00,44.44,55.56,,,,9,55.56,53.85,100.00,44.44,38.46,44.44
03-04-0060-46,CENTRO EDUCATIVO TERRA MAYA EMANUEL TEM,0 CALLE 9-33 ZONA 3,Sumpango,Sacatep�quez,Privado,4,75.00,18.75,0.00,0.00,100.00,,2,,2,0.00,33.33,0.00,0.00,0.00,0.00
03-04-0061-46,"""JUDA""",5A. CALLE 6-15 ZONA 4,Sumpango,Sacatep�quez,Privado,10,20.00,16.80,0.00,30.00,70.00,1,,,9,N/D,77.78,70.00,N/D,33.33,20.00
03-04-0071-46,CENTRO EDUCATIVO INTEGRAL GLO-A-MIEL,KILOMETRO 41-2-77 CARRETERA HACIA SANTO DOMINGO XENACOJ,Sumpango,Sacatep�quez,Privado,25,18.18,18.08,32.00,44.00,56.00,,,,25,N/D,38.89,40.00,N/D,0.00,8.00
03-04-1143-46,CENTRO EDUCATIVO TECNOLOGICO DESARROLLO INTEGRAL CETEDI,2A. CALLE 2-32 ZONA 5,Sumpango,Sacatep�quez,Privado,3,66.67,26.00,66.67,33.33,66.67,,,,3,N/D,50.00,33.33,N/D,0.00,0.00
03-04-1322-46,COLEGIO DE COMPUTACION MIXTO GUATEMALTECO,6A. AVENIDA 3-05 ZONA 4,Sumpango,Sacatep�quez,Privado,5,0.00,17.80,40.00,0.00,100.00,2,,,3,44.44,44.44,40.00,22.22,0.00,0.00
03-05-0002-46,INSTITUTO MIXTO MUNICIPAL NAWAL,CHICACOTOJ COLONIA EL ESFUERZO,Santo Domingo Xenacoj,Sacatep�quez,Municipal,4,75.00,24.00,25.00,0.00,100.00,,,,4,0.00,50.00,25.00,0.00,0.00,0.00
03-05-0016-46,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,"1A. AVENIDA FINAL ZONA 2, LOS HORIZONTES",Santo Domingo Xenacoj,Sacatep�quez,Cooperativa,15,35.71,18.73,20.00,13.33,86.67,15,,,,33.33,26.67,20.00,5.56,0.00,0.00
03-05-0023-46,COLEGIO LICEO CLASICO MIXTO EN COMPUTACION GUATEMALTECO,0 CALLE 3-45 ZONA 1,Santo Domingo Xenacoj,Sacatep�quez,Privado,2,100.00,17.00,50.00,0.00,100.00,,,,2,100.00,50.00,0.00,0.00,0.00,0.00
03-06-0010-46,COLEGIO CENTRO DE APRENDIZAJE INTELECTO INTELLEGO,LOTE NO. 333 JARDINES DE SANTIAGO,Santiago Sacatep�quez,Sacatep�quez,Privado,30,0.00,16.90,3.33,93.33,3.33,,,,30,96.30,87.50,96.67,74.07,87.50,90.00
03-06-0030-46,INSTITUTO TECNOLOGICO EBENEZER,2A. CALLE 5-111 ZONA 1,Santiago Sacatep�quez,Sacatep�quez,Privado,20,100.00,18.65,35.00,5.00,85.00,,,,20,17.24,18.75,30.00,0.00,12.50,10.00
03-06-0039-46,LICEO EL CARMEN,2A. CALLE 2-21 ZONA 2,Santiago Sacatep�quez,Sacatep�quez,Privado,16,75.00,20.31,25.00,18.75,81.25,4,5,,7,29.41,30.00,18.75,0.00,0.00,6.25
03-06-0042-46,INSTITUTO TECNOLOGICO EBENEZER,2A. CALLE 5-111 ZONA 1,Santiago Sacatep�quez,Sacatep�quez,Privado,3,33.33,19.00,33.33,100.00,0.00,,,,3,N/D,N/D,33.33,N/D,N/D,0.00
03-06-1374-46,INSTITUTO MIXTO LOMA LINDA,SANTIAGO SACATEPEQUEZ,Santiago Sacatep�quez,Sacatep�quez,Privado,10,80.00,22.40,50.00,10.00,90.00,,,,10,0.00,16.67,20.00,0.00,0.00,0.00
03-06-1375-46,INSTITUTO MIXTO LOMA LINDA,SANTIAGO SACATEPEQUEZ,Santiago Sacatep�quez,Sacatep�quez,Privado,8,100.00,24.75,37.50,50.00,37.50,2,2,,4,38.89,42.86,0.00,0.00,0.00,12.50
03-07-0019-46,CENTRO EDUCATIVO MUNICIPAL SAN BARTOLOME MILPAS ALTAS,"FINCA EL CERRO, 2DA AVENIDA FINAL ZONA 1",San Bartolom� Milpas Altas,Sacatep�quez,Municipal,13,92.31,24.54,38.46,46.15,53.85,,,,13,33.33,54.55,38.46,0.00,9.09,7.69
03-07-0022-46,COLEGIO CRISTIANO MIXTO ALELUYA,KILOMETRO 32 CARRETERA INTERAMERICANA,San Bartolom� Milpas Altas,Sacatep�quez,Privado,19,16.67,19.21,63.16,100.00,0.00,6,,,13,33.33,50.00,26.32,8.33,0.00,0.00
03-07-0027-46,CENTRO EDUCATIVO MUNICIPAL SAN BARTOLOME MILPAS ALTAS,FINCA EL CERRO 2DA. AVENIDA 5-82 ZONA 1,San Bartolom� Milpas Altas,Sacatep�quez,Municipal,3,100.00,35.33,33.33,33.33,66.67,3,,,,N/D,N/D,33.33,N/D,N/D,0.00
03-07-1217-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSE�ANZA,2A. AVENIDA FINAL ZONA 1,San Bartolom� Milpas Altas,Sacatep�quez,Cooperativa,35,44.12,17.71,14.29,62.86,37.14,14,,,21,35.29,36.59,31.43,5.88,19.51,5.71
03-08-0001-46,COLEGIO BILINGUE SAN LUCAS,LOTE 10 JARDINES DE SAN LUCAS II,San Lucas Sacatep�quez,Sacatep�quez,Privado,16,6.67,17.19,6.25,87.50,12.50,,,,16,54.55,75.00,81.25,9.09,50.00,50.00
03-08-0016-46,CENTRO DE ENSE�ANZA EDUCARE,,San Lucas Sacatep�quez,Sacatep�quez,Privado,4,0.00,16.75,0.00,100.00,0.00,,,,4,70.00,100.00,100.00,70.00,66.67,0.00
03-08-0017-46,COLEGIO VALLE AMERICANO,LOTE 11 GRANJA LAS AMERICAS JARDINES DE SAN LUCAS 4,San Lucas Sacatep�quez,Sacatep�quez,Privado,10,11.11,16.90,10.00,100.00,0.00,,,,10,66.67,78.26,90.00,19.05,30.43,40.00
03-08-0019-46,COLEGIO MIXTO TEZULUTLAN,1A. AVENIDA Y 6A. CALLE 1-80,San Lucas Sacatep�quez,Sacatep�quez,Privado,4,75.00,18.50,50.00,100.00,0.00,4,,,,50.00,100.00,50.00,0.00,0.00,0.00
03-08-0021-46,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,8VA. CALLE Y 4TA. AVENIDA,San Lucas Sacatep�quez,Sacatep�quez,Cooperativa,62,27.12,17.37,6.45,80.65,17.74,29,,,33,65.38,79.55,87.10,12.82,30.68,53.23
03-08-0029-46,LICEO JOHN DEWEY,1A. AVENIDA A 4-17 QUINTAS EL PARAISO,San Lucas Sacatep�quez,Sacatep�quez,Privado,10,10.00,17.30,0.00,70.00,30.00,,,,10,41.67,58.33,80.00,16.67,33.33,10.00
03-08-0030-46,LICEO JOHN DEWEY,1A. AVENIDA A 4-17 QUINTAS EL PARAISO,San Lucas Sacatep�quez,Sacatep�quez,Privado,5,40.00,18.00,0.00,100.00,0.00,,,,5,0.00,50.00,20.00,0.00,0.00,0.00
03-08-0032-46,LICEO JOHN DEWEY,1A. AVENIDA A 4-17 QUINTAS EL PARAISO,San Lucas Sacatep�quez,Sacatep�quez,Privado,6,83.33,19.00,33.33,83.33,16.67,3,,,3,87.50,30.00,33.33,0.00,0.00,0.00
03-08-0033-46,LICEO JOHN DEWEY,1A. AVENIDA A 4-17 QUINTAS EL PARAISO,San Lucas Sacatep�quez,Sacatep�quez,Privado,8,71.43,20.38,37.50,87.50,0.00,,,,8,75.00,35.29,25.00,0.00,5.88,0.00
03-08-0034-46,INSTITUTO DE EDUCACION PARA ADULTOS EN SUPERACION IDEAS,"CENTRO COMERCIAL LA MESETA LOCAL CUATRO, EDIFICIO COPORACION ALBA",San Lucas Sacatep�quez,Sacatep�quez,Privado,59,67.24,24.22,40.68,76.27,22.03,,,,59,40.00,36.96,40.68,2.00,2.17,1.69
03-08-0036-46,COLEGIO BILING�E CAMPO VERDE,"KILOMETRO 26 AUTOPISTA, GRANJA LAS ILUSIONES,",San Lucas Sacatep�quez,Sacatep�quez,Privado,21,14.29,17.33,4.76,95.24,0.00,,,,21,66.67,83.33,85.71,66.67,22.22,28.57
03-08-0038-46,CENTRO EDUCATIVO LA COLINA,"KM. 29 CARRERA INTERAMERICANA, SAN LUCAS SACATEPEQUEZ",San Lucas Sacatep�quez,Sacatep�quez,Privado,18,5.56,16.83,0.00,94.44,5.56,,,,18,93.75,88.24,88.89,56.25,64.71,66.67
03-08-0044-46,TECNOLOGICO INDUSTRIAL MIXTO ANDRE AMPERE,"7A. AVENIDA 3-21, CASCO URBANO ZONA 1",San Lucas Sacatep�quez,Sacatep�quez,Privado,16,6.67,17.94,25.00,81.25,18.75,,,,16,40.00,63.64,68.75,20.00,9.09,25.00
03-08-0045-46,CENTRO EDUCATIVO GETSEMANI,2A. AVENIDA 3-00 ZONA 1,San Lucas Sacatep�quez,Sacatep�quez,Privado,5,0.00,17.80,0.00,100.00,0.00,5,,,,N/D,100.00,80.00,N/D,75.00,40.00
03-08-0046-46,COLEGIO APRENDIENDO A CRECER,LOTE 50 JARDINES DE SAN LUCAS 2,San Lucas Sacatep�quez,Sacatep�quez,Privado,7,0.00,16.71,0.00,85.71,0.00,,,,7,N/D,100.00,85.71,N/D,62.50,71.43
03-08-0878-46,CENTRO EDUCATIVO GETSEMANI,2A. AVENIDA 3-00 ZONA 1,San Lucas Sacatep�quez,Sacatep�quez,Privado,51,5.88,17.20,7.84,94.12,5.88,14,,,37,79.59,82.93,88.24,40.82,56.10,58.82
03-08-0923-46,INSTITUTO MIXTO POR COOPERATIVA DE ENSE�ANZA,KM.28.5 CARRETERA INTERAMERICANA SAN LUCAS,San Lucas Sacatep�quez,Sacatep�quez,Cooperativa,7,71.43,23.14,28.57,85.71,14.29,7,,,,25.00,0.00,42.86,0.00,0.00,0.00
03-08-1005-46,TECNOLOGICO DON BOSCO,KM. 29.8 AUTOPISTA SAN LUCAS RUTA CHIMALTENANGO,San Lucas Sacatep�quez,Sacatep�quez,Privado,19,0.00,16.84,5.26,89.47,10.53,,,,19,58.33,94.74,94.74,41.67,52.63,73.68
03-08-1138-46,LICEO CRISTIANO DE ESTUDIOS AVANZADOS ELIM,4TA. CALLE Y 1A. AV. A,San Lucas Sacatep�quez,Sacatep�quez,Privado,40,7.50,17.92,7.50,85.00,15.00,8,5,,27,48.72,62.50,62.50,12.82,7.50,17.50
03-08-1411-46,TECNOLOGICO INDUSTRIAL MIXTO ANDRE AMPERE,"7A. AVENIDA 3-21, CASCO URBANO ZONA 1",San Lucas Sacatep�quez,Sacatep�quez,Privado,64,17.46,17.81,10.94,84.38,14.06,41,,,23,67.39,78.69,59.38,26.09,18.03,21.88
03-08-1413-46,TECNOLOGICO INDUSTRIAL MIXTO ANDRE AMPERE,"7A. AVENIDA 3-21, CASCO URBANO ZONA 1",San Lucas Sacatep�quez,Sacatep�quez,Privado,46,71.74,19.00,30.43,71.74,26.09,,8,,38,44.90,44.68,26.09,0.00,4.26,0.00
03-08-1430-46,INSTITUTO SANTA MARIA DEL NUEVO EXODO,KM. 27.5 CARRETERA INTERAMERICANA,San Lucas Sacatep�quez,Sacatep�quez,Privado,11,90.91,24.27,63.64,72.73,27.27,,,,11,33.33,12.50,45.45,0.00,0.00,9.09
03-09-0003-46,INSTITUTO MIXTO MUNICIPAL DE EDUCACION DIVERSIFICADO,SEGUNDA AVENIDA Y TERCERA CALLE ZONA 1,Santa Luc�a Milpas Altas,Sacatep�quez,Municipal,19,15.79,18.05,15.79,94.74,5.26,9,10,,,60.00,65.62,31.58,11.43,3.12,0.00
03-09-0009-46,INSTITUTO MIXTO MUNICIPAL DE EDUCACION DIVERSIFICADO,SEGUNDA AVENIDA Y TERCERA CALLE ZONA 1,Santa Luc�a Milpas Altas,Sacatep�quez,Municipal,19,31.58,17.68,15.79,100.00,0.00,,,,19,35.71,35.00,31.58,0.00,2.50,0.00
03-09-0010-46,INSTITUTO MIXTO MUNICIPAL DE EDUCACION DIVERSIFICADO,SEGUNDA AVENIDA Y TERCERA CALLE ZONA 1,Santa Luc�a Milpas Altas,Sacatep�quez,Municipal,28,75.00,21.29,42.86,82.14,14.29,,,,28,41.18,6.67,17.86,0.00,0.00,3.57
03-09-0014-46,INSTITUTO TECNOLOGICO DE MILPAS ALTAS,0 CALLE 4-61 ZONA 3 EL ARENAL,Santa Luc�a Milpas Altas,Sacatep�quez,Privado,19,27.78,17.47,10.53,100.00,0.00,,,,19,28.57,42.11,42.11,4.76,0.00,15.79
03-09-0021-46,LICEO SANTA LUCIA,6A. AVENIDA 1-15 ZONA 1,Santa Luc�a Milpas Altas,Sacatep�quez,Privado,33,90.91,22.42,51.52,78.79,18.18,,,,33,35.48,22.58,15.15,0.00,3.23,0.00
03-09-0022-46,LICEO SANTA LUCIA,6A. AVENIDA 1-15 ZONA 1,Santa Luc�a Milpas Altas,Sacatep�quez,Privado,7,71.43,22.43,42.86,85.71,0.00,7,,,,27.27,25.00,42.86,0.00,0.00,0.00
03-09-0029-46,CENTRO EDUCATIVO CRISTIANO VIDA Y ESPERANZA,4A. CALLE 4-44 ZONA 1,Santa Luc�a Milpas Altas,Sacatep�quez,Privado,18,22.22,17.00,0.00,100.00,0.00,,,,18,N/D,84.62,61.11,N/D,15.38,33.33
03-09-1224-46,LICEO SANTA LUCIA,6A. AVENIDA 1-15 ZONA 1,Santa Luc�a Milpas Altas,Sacatep�quez,Privado,26,32.00,18.12,7.69,96.15,3.85,19,7,,,18.18,26.92,50.00,0.00,3.85,3.85
03-09-1329-46,COLEGIO CRISTIANO SABER Y GRACIA,3A. CALLE CALLEJON I 3-09 ZONA 2,Santa Luc�a Milpas Altas,Sacatep�quez,Privado,37,27.78,17.76,16.22,97.30,2.70,21,,,16,50.00,51.11,59.46,11.36,20.00,32.43
03-10-0008-46,INSTITUTO MUNICIPAL MIXTO DE EDUCACION,"4TA. CALLE ""A"", B-6, ZONA 1",Magdalena Milpas Altas,Sacatep�quez,Municipal,6,33.33,18.33,33.33,100.00,0.00,6,,,,N/D,75.00,33.33,N/D,25.00,33.33
03-10-0010-46,INSTITUTO MUNICIPAL MIXTO DE EDUCACION,"4TA. CALLE ""A"", B-6 ZONA 1",Magdalena Milpas Altas,Sacatep�quez,Municipal,14,76.92,24.86,42.86,92.86,7.14,,,,14,30.77,33.33,0.00,0.00,0.00,0.00
03-11-0007-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,PRIMER CANTON PLAZUELA,Santa Mar�a De Jes�s,Sacatep�quez,Oficial,24,91.67,17.92,20.83,0.00,100.00,,,,24,3.57,19.23,25.00,0.00,7.69,16.67
03-12-0021-46,LICEO DE COMPUTACION CIENCIA Y TECNOLOGIA,0 CALLE A 0-88 ZONA 2,Ciudad Vieja,Sacatep�quez,Privado,2,100.00,19.50,0.00,100.00,0.00,,,,2,11.11,20.00,0.00,0.00,0.00,0.00
03-12-0022-46,LICEO DE COMPUTACION CIENCIA Y TECNOLOGIA,2A. CALLE 1-27 ZONA 2,Ciudad Vieja,Sacatep�quez,Privado,17,93.75,20.35,11.76,88.24,11.76,8,1,,8,10.71,21.43,17.65,0.00,0.00,0.00
03-12-0037-46,LICEO TERESA DE AVILA,2A. AVENIDA 2-55 ZONA 3,Ciudad Vieja,Sacatep�quez,Privado,1,100.00,19.00,100.00,0.00,0.00,,,,1,0.00,42.86,0.00,0.00,14.29,0.00
03-12-0038-46,LICEO TERESA DE AVILA,2A. AVENIDA 2-55 ZONA 3,Ciudad Vieja,Sacatep�quez,Privado,5,100.00,20.40,20.00,80.00,0.00,,,,5,N/D,11.54,40.00,N/D,0.00,0.00
03-12-0041-46,COLEGIO VALLE DE ALMOLONGA,3ERA. AVENIDA 1-74 ZONA 4,Ciudad Vieja,Sacatep�quez,Privado,15,6.67,16.93,13.33,100.00,0.00,,,,15,50.00,52.38,40.00,16.67,0.00,6.67
03-12-0043-46,LICEO DE COMPUTACION CIENCIA Y TECNOLOGIA,"2DA, CALLE 1-27 ZONA 2",Ciudad Vieja,Sacatep�quez,Privado,23,59.09,18.83,13.04,95.65,4.35,15,,,8,18.18,35.00,73.91,9.09,10.00,13.04
03-12-0044-46,LICEO MIXTO INTEGRAL,"0 CALLE ""A"" 0-88 ZONA 2",Ciudad Vieja,Sacatep�quez,Privado,11,45.45,18.91,9.09,72.73,27.27,7,,,4,36.36,35.29,36.36,9.09,5.88,0.00
03-12-0049-46,"ESCUELA ECOLOGICA Y AMBIENTAL ""LAND FOREST DE GUATEMALA""","4A. CALLE 2-08 ZONA 6, BARRIO SAN MIGUEL",Ciudad Vieja,Sacatep�quez,Privado,2,100.00,18.50,0.00,0.00,0.00,,,,2,42.86,0.00,0.00,0.00,0.00,0.00
03-12-0050-46,"ESCUELA ECOLOGICA Y AMBIENTAL ""LAND FOREST DE GUATEMALA""","4A.CALLE 2-08 ZONA 6, BARRIO SAN MIGUEL",Ciudad Vieja,Sacatep�quez,Privado,1,0.00,18.00,0.00,100.00,0.00,,1,,,0.00,50.00,0.00,0.00,0.00,0.00
03-12-0051-46,"CENTRO EDUCATIVO MIXTO ""LICEO DEL VALLE""",6TA. CALLE 4-90 ZONA 1,Ciudad Vieja,Sacatep�quez,Privado,1,100.00,20.00,0.00,100.00,0.00,,1,,,23.08,21.43,0.00,7.69,0.00,0.00
